,ctrnum,ctryear,country,year,wave,ctrwave,CulZon,EVI,EVI_short,EVI_culmap,SVI,SVI_short,SVI_culmap,EV_choice,EV_voice,EV_equality,EV_autonomy,SV_disbelief,SV_defiance,SV_skepticism,SV_relativism,SMA,InfCon,PerSti,CogMob,IndEmp1,IndEmp2,CWI,LibUnd,NolUnd,EnlUnd,PerDem,DemDes,EnlDes,MobPot,PerFai,StaTru,IngTru,OutTru,UnsTru,GenTru,AssAct1,AssAct2,AssAct3,AssAct,FinSat,PerHea,PerCho,Happy,LifSat,WilFig,cname,ccode,ccodealp,cname_year,ccodealp_year,ccodecow,ccodewb,ccodeyear,latest
235,157.0,1571991.0,Slovakia,1991.0,1989-1993,1572.0,Returned West,0.4248062970885549,0.4405684297713019,,0.4794053437499991,0.4542980552142005,,0.3553862578425427,0.33640869406392804,,0.4382552313586807,0.42099597883597756,0.49578598848368405,0.5163945985185153,0.4785400238948628,0.34947969404186957,,,,,,0.4611715941153883,,,,,,,,,0.21566820276497695,,,,,,,,,0.40842707716597615,0.60375226039783,0.6587950348168357,0.5350652985074649,0.6453753218459123,0.8072289156626506,Slovakia,703.0,SVK,Slovakia 1991,SVK91,317.0,703.0,7031991.0,
236,157.0,1571998.0,Slovakia,1998.0,1994-1999,1573.0,Returned West,0.40075669740365255,0.47161368466114684,-0.34588741072786666,0.5125814017869336,0.44698303250329724,0.846259919463763,0.4768470909472804,0.3253975322283613,0.47049353014682993,0.3336377473363767,0.39559783165599094,0.5008156212832523,0.5204642263565863,0.6308578476719086,0.31973236783792547,,,,,0.40256323387994886,0.4611715941153883,,,,,,,,,0.27037392138063276,,,,,0.03367003367003368,0.190018315018315,0.06871890547263677,0.0706275033377835,0.40380894184743926,0.6236288848263254,0.5977443609022568,0.5775551470588267,0.5629765172308642,0.6370699223085461,Slovakia,703.0,SVK,Slovakia 1998,SVK98,317.0,703.0,7031998.0,1.0
237,157.0,1571999.0,Slovakia,1999.0,1999-2004,1574.0,Returned West,0.44845189297931554,0.4755394460997338,,0.45881589682949164,0.41358484308604665,,0.4332727084626536,0.3110837674037728,,0.4600550964187321,0.3799590937212588,0.45506591500433563,0.5140019435736646,0.4854464148033952,0.35813787878788106,,,,,0.4360924430419869,0.4611715941153883,,,,,,,,,0.1586687306501548,,,,,,,,,,,0.5868616884783197,0.5750230061349696,0.5593491822626896,,Slovakia,703.0,SVK,Slovakia 1999,SVK99,317.0,703.0,7031999.0,
238,158.0,1581992.0,Slovenia,1992.0,1989-1993,1582.0,Returned West,0.47345667323917123,0.49677867756210026,,0.4102609208424108,0.40538207385278446,,0.4805761192919828,0.4514718602261068,,0.3417069243156209,0.4723593754109133,0.3367555555555531,0.5162714142394791,0.3027032640949553,0.2785094760900144,,,,,,0.5208527120968656,,,,,,,,,0.17386831275720166,,,,,,,,,0.4078776041666669,0.5712209302325582,0.5963387788205322,0.5367444219066967,0.5881394591072024,0.9540873460246361,Slovenia,705.0,SVN,Slovenia 1992,SVN92,349.0,705.0,7051992.0,
239,158.0,1581995.0,Slovenia,1995.0,1994-1999,1583.0,Returned West,0.5240778883782884,0.5360407014211028,0.36123380647190795,0.47368640252441463,0.47890240888005187,0.6479116814117908,0.4679109487974029,0.5197386558044818,0.6060164809186065,0.5041377027474376,0.4807938247011932,0.4776941583499649,0.5429233367174254,0.39333765370555,0.26022400956284225,,,,,0.40485903187393807,0.5208527120968656,,,,,,,,,0.15539858728557013,,,,,0.05289421157684631,0.18426294820717132,0.09181636726546914,0.08834023119737365,0.48477777777777825,0.5906156901688183,0.6547539523491456,0.6124148296593213,0.6070000000000021,0.8977149075081611,Slovenia,705.0,SVN,Slovenia 1995,SVN95,349.0,705.0,7051995.0,
240,158.0,1581999.0,Slovenia,1999.0,1999-2004,1584.0,Returned West,0.5370685854198605,0.520861755570613,,0.4530405481034354,0.4663825179793941,,0.5342132640770857,0.45151528421053033,,0.525423728813561,0.5048655356153746,0.432758134490236,0.5300843677010321,0.3401008064516137,0.32185756331280146,,,,,0.4464282289989147,0.5208527120968656,,,,,,,,,0.21690427698574338,,,,,,,,,,,0.6850173436276191,0.6325740551583274,0.6925630810093001,0.8480446927374302,Slovenia,705.0,SVN,Slovenia 1999,SVN99,349.0,705.0,7051999.0,
241,158.0,1582005.0,Slovenia,2005.0,2005-2007,1585.0,Returned West,0.5541762785542422,0.5615174043118624,0.7983230094828864,0.6314104646066182,0.4778069041302016,0.3754314064211209,0.41800958381061515,0.5247125000000019,0.7155965424836562,0.5605914496946326,0.48848301399824673,0.47073284914360713,0.5867890244708953,0.9798169672678693,0.29363777227722926,0.36947988223748773,0.6104355928255298,0.505493125670771,0.46618072590592374,0.4553884246990661,0.5208527120968656,0.837439435000415,0.381375408821711,0.7296206072089141,0.5367251461988315,0.7678410117434551,0.5741321416849706,0.5087561358864492,0.5036817232662942,0.18118118118118118,0.678080708661413,0.3264198895027648,0.3395883088820655,0.3951742919389976,0.10061073609771778,0.20588235294117646,0.09450337512053995,0.11303209808513537,0.5873169681309233,0.6606280193236715,0.7209150326797431,0.6508317025440337,0.6937721845756722,0.7446300715990454,Slovenia,705.0,SVN,Slovenia 2005,SVN05,349.0,705.0,7052005.0,
242,158.0,1582011.0,Slovenia,2011.0,2010-2014,1586.0,Returned West,0.6025663498863346,0.6693765219246735,1.828000335328929,0.4348167497469201,0.41920922496878904,-0.2889079676394425,0.6118443219484085,0.49046630412890363,0.7418550333651048,0.5768631119426267,0.5253526020892673,0.3134450600885522,0.5840024514485831,0.32102932828760655,0.26385943396226497,0.6237253027405992,0.6159538578735466,0.5865464814986803,0.5236011463718588,0.4846655914443499,0.5208527120968656,0.8221694199290965,0.3593389088012744,0.7302165553531672,0.4059044551798185,0.7905004240882144,0.5903672884828044,0.5712771143089586,0.500105418511493,0.20113314447592068,0.7250993377483367,0.3297490674805041,0.3506279267773535,0.40281802701342934,0.09548611111111113,0.13584905660377358,0.08009478672985777,0.09390277023356854,0.5624348551177842,0.5846585594013087,0.7642021720969152,0.6723217090794817,0.7057283485181748,0.6309887869520897,Slovenia,705.0,SVN,Slovenia 2011,SVN11,349.0,705.0,7052011.0,1.0
243,161.0,1611990.0,S. Africa,1990.0,1989-1993,1612.0,Subsaharan Africa,0.3591084418078248,0.382383036360123,,0.2894309590918605,0.2508261499333347,,0.2257974083744336,0.3717140044742735,,0.3006822612085777,0.2439859453125012,0.23848766157461193,0.3628634026727222,0.3074166350170955,0.33057380052889895,,,,,0.4262046035384699,0.14816679251011855,,,,,,,,,0.29144178874325366,,,,,,,,,0.49522987087754433,0.7560863150129103,0.673305119907073,0.652006639616393,0.6360451697988904,0.7707362534948742,South Africa,710.0,ZAF,South Africa 1990,ZAF90,560.0,710.0,7101990.0,
244,161.0,1611996.0,S. Africa,1996.0,1994-1999,1613.0,Subsaharan Africa,0.3618540934784315,0.4007176461377117,0.14169509380491951,0.2884315015511238,0.20730570906681778,-1.3035449242006745,0.21379914779739542,0.33798638696255123,0.5867915371329913,0.3070982396365721,0.21663890252214935,0.19739279826958192,0.4321589594356255,0.31261789181692184,0.24434657518179703,,,,,0.36846539291823205,0.14816679251011855,,,,,,,,,0.1585237258347979,,,,,0.1823395797842137,0.7373083475298126,0.19460533787620735,0.26687758578729376,0.4199855452850993,0.7466757586089329,0.6180290592361415,0.7154321831226597,0.5647800174619464,0.7044753086419753,South Africa,710.0,ZAF,South Africa 1996,ZAF96,560.0,710.0,7101996.0,
245,161.0,1612001.0,S. Africa,2001.0,1999-2004,1614.0,Subsaharan Africa,0.4041795978717604,0.4280205625997577,0.2625652919473588,0.3274262928646499,0.2300164214814815,-1.1385964645559759,0.24041382248283635,0.35145704873949424,0.6164914837398394,0.4080000000000012,0.20411180031883325,0.2557258944444473,0.47570434303977166,0.3849582912882617,0.2767990259740261,,,,,0.3913725596118115,0.14816679251011855,,,,,,,,,0.13092016238159676,,,,,,,,,0.45415318230852136,0.8091424758091424,0.6541224641727195,0.7362570951586036,0.5903542941940307,0.65,South Africa,710.0,ZAF,South Africa 2001,ZAF01,560.0,710.0,7102001.0,
246,161.0,1612007.0,S. Africa,2007.0,2005-2007,1615.0,Subsaharan Africa,0.41549420452545166,0.4276068361794161,0.3076081344974896,0.3315413754129711,0.2162395061728402,-1.2567548832203674,0.2586524499182744,0.37691109158499253,0.5968356374704106,0.42882641677822414,0.2257235371114037,0.20675547523427212,0.43912847014925177,0.4584435749121012,0.23821680990031,0.14491298527443106,0.4768291946105974,0.35904085080367976,0.3739853955331899,0.38811756812098674,0.14816679251011855,0.7782138185277732,0.5656449553001299,0.6020782217548765,0.7056187521544435,0.853785207930555,0.5182888960799111,0.4383439608477423,0.5367019460566786,0.17492416582406473,0.7118936577672684,0.455810920945398,0.3555898256035357,0.4666402782775576,0.15908076751450256,0.6763721552878179,0.16744756804997846,0.23656530885446325,0.5552548488949098,0.7861092493297587,0.7563841807909719,0.7414472800537315,0.6889486059791858,0.6141045958795562,South Africa,710.0,ZAF,South Africa 2007,ZAF07,560.0,710.0,7102007.0,
247,161.0,1612013.0,S. Africa,2013.0,2010-2014,1616.0,Subsaharan Africa,0.462586630212542,0.4686746485046293,0.4594087243517594,0.40543750194820805,0.23036468161690637,-1.0781795378936163,0.3833483538499451,0.397337864627577,0.5563479862700275,0.5139242896252314,0.2505384611490738,0.20844629735118347,0.5026262128736999,0.6667585384468613,0.22008499506903398,0.5731279314248727,0.582654460961342,0.48977959910012436,0.46828934450920706,0.4390232531573684,0.14816679251011855,0.6618338515245755,0.6214491989766249,0.5194533475783468,0.6372236702384487,0.7334871646957069,0.38239843543871516,0.3707729024283689,0.559752026704824,0.23626530031312268,0.7003718728871012,0.46533925109682955,0.3986374369774724,0.48394883389136323,0.23076559992447776,0.686774284905126,0.2500708014726701,0.30418335558522186,0.5756885090218513,0.7486540096344533,0.6861509073543566,0.7089135170976609,0.6309129350878949,0.5727427597955707,,,,,,,,,1.0
248,162.0,1621981.0,Spain,1981.0,1981-1984,1621.0,Old West,0.3888440640807681,0.4071749746271212,,0.39481799404761886,0.3633270078947387,,0.2810133065191907,0.3166998680490147,,0.404400057895499,0.39484029038112717,0.3287146840148644,0.4548553253827992,0.39676896499924863,0.2979612682696851,,,,,,0.37487378541287397,,,,,,,,,0.3514140009272137,,,,,,,,,0.5471025114824601,0.6319414079580236,0.6098351940457251,0.6541974210760411,0.621073961499499,0.6644844517184942,Spain,724.0,ESP,Spain 1981,ESP81,230.0,724.0,7241981.0,
249,162.0,1621990.0,Spain,1990.0,1989-1993,1622.0,Old West,0.5027689068004951,0.4634425030894941,,0.439733248636232,0.4228202664414398,,0.4063307418474249,0.5264473786906166,,0.4476603955619861,0.46678731593362843,0.3795396625535107,0.558734649506235,0.3493795934959345,0.2741131721144462,,,,,,0.37487378541287397,,,,,,,,,0.34242346282480063,,,,,,,,,0.58112505811251,0.6535523763336566,0.6396156934407629,0.678286275472612,0.6833212062414108,0.5936599423631124,Spain,724.0,ESP,Spain 1990,ESP90,230.0,724.0,7241990.0,
250,162.0,1621995.0,Spain,1995.0,1994-1999,1623.0,Old West,0.48427690284187463,0.5589226580630089,0.9423984284430955,0.3873312970646993,0.3844817631761784,-0.2534964789937515,0.4771742713503898,0.4743325106382998,0.6489379334451866,0.34241673548031903,0.44760514188317474,0.32097922351636143,0.5148367617449634,0.2652210084033619,0.2559694538288289,,,,,0.3589944654176527,0.37487378541287397,,,,,,,,,0.29734361610968296,,,,,0.08230112854390312,0.3014037985136251,0.06674924304982105,0.10693641618497056,0.5156813766305864,0.7030603804797353,0.5921793037672884,0.6774647887323929,0.6234413965087289,0.5882352941176471,Spain,724.0,ESP,Spain 1995,ESP95,230.0,724.0,7241995.0,
251,162.0,1621999.0,Spain,1999.0,1999-2004,1624.0,Old West,0.48187595926502347,0.49530651631894085,,0.4698083258343598,0.46736868142697796,,0.47729736373928655,0.4409881302325597,,0.39358437935843826,0.524367216638748,0.4186686046511612,0.5318342688081114,0.38477942458587777,0.3011614488808237,,,,,0.4116372453525868,0.37487378541287397,,,,,,,,,0.385499557913351,,,,,,,,,,,0.6483911733255588,0.6827986348122841,0.676888131743331,,Spain,724.0,ESP,Spain 1999,ESP99,230.0,724.0,7241999.0,
252,162.0,1622000.0,Spain,2000.0,1999-2004,1624.0,Old West,0.5353189605911086,0.6280343772191463,1.4854731617859223,0.4250630105688045,0.41615841990625846,-0.2282648863978547,0.5284449441009323,0.48154206375839015,0.7366944964538973,0.3995037220843658,0.48069875540826434,0.3515676384274627,0.5125990971625148,0.35909643255295437,0.29162972149695426,,,,,0.39790825711607875,0.37487378541287397,,,,,,,,,0.3402061855670103,,,,,,,,,0.5849318876841819,0.7211857379767828,0.6353448275862082,0.6812312811980005,0.6640848317196879,0.4300666032350143,Spain,724.0,ESP,Spain 2000,ESP00,230.0,724.0,7242000.0,
253,162.0,1622007.0,Spain,2007.0,2005-2007,1625.0,Old West,0.551587346467671,0.6793941721553638,1.947771931881541,0.4425419794962463,0.46366485876193175,-0.14023951840707966,0.5984609017991265,0.45482883959044573,0.7763952811244932,0.3819444444444448,0.6165112244518745,0.3111199606852005,0.4800950819209005,0.3619487825356841,0.33994631355932314,0.29385964912280704,0.40055785051018705,0.41931984959637186,0.4011119955353681,0.4236432309986175,0.37487378541287397,0.8355435001004656,0.396324091446042,0.7181485039314061,0.7130885122410574,0.8569550108011672,0.6284298494246205,0.5299548568756073,0.46331784746418986,0.19932432432432431,0.7585466439135296,0.43402949245542116,0.33107776797097205,0.45869392560664163,0.058938003892132315,0.15204678362573099,0.04368391764051196,0.06557572861920681,0.5434377330350489,0.7387123745819398,0.6532133178474662,0.6771189279731962,0.7015341701534209,0.44668587896253603,Spain,724.0,ESP,Spain 2007,ESP07,230.0,724.0,7242007.0,
254,162.0,1622011.0,Spain,2011.0,2010-2014,1626.0,Old West,0.5627950281387634,0.686504655953072,2.095075505288058,0.42481900090486474,0.44279469769180524,-0.3571536876182111,0.6320246270576152,0.4160024075666385,0.7545177485131623,0.45472385758340433,0.661407690207155,0.22550157227388118,0.5092117163967048,0.3047497879558946,0.30549642226148566,,0.3796381792688352,,,0.44419860738275985,0.37487378541287397,0.8387464387464418,0.4178197064989505,0.7100974281825351,0.6262014609765499,0.8503284775778381,0.6095748931239768,0.562789248806823,0.48558212774333354,0.19514310494362533,0.7995192861254943,0.4550599287334022,0.340794515023191,0.47758668648071906,0.040920716112532,0.11894647408666101,0.02998010798522308,0.046865452767933566,0.5046061289716118,0.6290367874192614,0.6605691056910582,0.6675098369870661,0.6411719939117217,0.324298160696999,Spain,724.0,ESP,Spain 2011,ESP11,230.0,724.0,7242011.0,1.0
255,167.0,1671982.0,Sweden,1982.0,1981-1984,1671.0,Reformed West,0.4761843802608248,0.4944117709626388,,0.464717626289577,0.5902343955696219,,0.47530461238895005,0.42596525252525397,,0.4035639412997912,0.6460468384074906,0.5718800448430484,0.4041006595365397,0.2657888067581841,0.3970196666666691,,,,,,0.566780563209489,,,,,,,,,0.567351598173516,,,,,,,,,0.6926005234356428,0.7560911016949152,0.6671415004748368,0.7423101604278075,0.7789510735656531,0.8720657276995305,Sweden,752.0,SWE,Sweden 1982,SWE82,380.0,752.0,7521982.0,
256,167.0,1671990.0,Sweden,1990.0,1989-1993,1672.0,Reformed West,0.533837858174313,0.5005787382716053,,0.5193863741238841,0.6292957576195028,,0.4890395061728403,0.514904606413995,,0.5062082139446047,0.7079237803443459,0.5690984615384599,0.4600282769726219,0.3431998722860792,0.5073825175943731,,,,,,0.566780563209489,,,,,,,,,0.6610169491525424,,,,,,,,,0.6644252321485778,0.8032118887823586,0.7195512820512865,0.7842581888246603,0.7746943115364232,0.8853711790393013,Sweden,752.0,SWE,Sweden 1990,SWE90,380.0,752.0,7521990.0,
257,167.0,1671996.0,Sweden,1996.0,1994-1999,1673.0,Reformed West,0.6643712474626317,0.765569121893006,2.010694943393025,0.5478121202694265,0.6536724248430784,1.2661934100215204,0.692206473004033,0.5039850898203588,0.8568357710437677,0.6131483316815346,0.6919647773368575,0.6158742328042293,0.4329775216234164,0.4490082836315445,0.5655484126984133,,,,,0.6063908469401408,0.566780563209489,,,,,,,,,0.5966562173458725,,,,,0.13286004056795125,0.18554095045500504,0.1961577350859448,0.16748768472906395,0.5839973439575039,0.778692614770459,0.6955844733622535,0.7761785356068187,0.7525102063334493,0.9209401709401709,Sweden,752.0,SWE,Sweden 1996,SWE96,380.0,752.0,7521996.0,
258,167.0,1671999.0,Sweden,1999.0,1999-2004,1674.0,Reformed West,0.7027624644532264,0.7992647244678459,2.137494053588708,0.5475678426108549,0.6583830470519967,1.3553847270563395,0.7371021672975598,0.5502264087301615,0.8704878956062071,0.6574712643678142,0.6614965635625715,0.6594072449318679,0.4580414210352759,0.41133730158730236,0.6375397107166336,,,,,0.6338508923796976,0.566780563209489,,,,,,,,,0.6632443531827515,,,,,,,,,,,0.7130913091309168,0.7582213438735159,0.7377031181379058,,Sweden,752.0,SWE,Sweden 1999,SWE99,380.0,752.0,7521999.0,
259,167.0,1672006.0,Sweden,2006.0,2005-2007,1675.0,Reformed West,0.7324567551548762,0.823907917285182,2.2965469781218824,0.5586502932868064,0.6668377706879363,1.3741480374074015,0.7990314366786178,0.5490392964824147,0.8560268266666606,0.7304752409438338,0.7058476513639361,0.6291757757757716,0.4315749082415726,0.46817267869071455,0.5706606453759163,0.7210578842315369,0.6140003878223779,0.6871686260925209,0.6684971816217024,0.6705945575884232,0.566780563209489,0.9595891437996731,0.30853962771061283,0.8258758237946604,0.7232895180316867,0.948717948717952,0.787803033216673,0.662076762913995,0.6838810641627574,0.6801661474558671,0.8438384879725013,0.6394934466879217,0.6840423059042364,0.689453292883328,0.151926298157454,0.3059177532597793,0.17946127946127918,0.18539488966318227,0.6732156732156759,0.7749252243270189,0.7592036480925412,0.7901898101898084,0.7468396540252884,0.8569903948772679,Sweden,752.0,SWE,Sweden 2006,SWE06,380.0,752.0,7522006.0,
260,167.0,1672011.0,Sweden,2011.0,2010-2014,1676.0,Reformed West,0.7291321798131181,0.8226475652097964,2.7085602795736134,0.4860731201622104,0.581762982840941,0.5656869654560699,0.8085385325187753,0.5675627493713338,0.8572802891298251,0.697070204532889,0.7246841132389644,0.44114867058494356,0.39741110458613127,0.3742135150482674,0.5090538035961286,0.7654687794755692,0.5876319758672723,0.705387119274606,0.6811666167846205,0.6654896141560974,0.566780563209489,0.9058575400249287,0.3223703703703702,0.7921847840620425,0.7387996618765913,0.9231341894658506,0.7390894551499718,0.6584553108239263,0.657274349582047,0.6484641638225256,0.8138091118800376,0.613539019963701,0.6512211603436686,0.6595930191227699,0.15426421404682286,0.24310776942355888,0.16096866096866064,0.16959675436439625,0.6763043276804779,0.6907730673316677,0.7437962962963011,0.7896924355777148,0.7356035437430841,0.7556766575840145,Sweden,752.0,SWE,Sweden 2011,SWE11,380.0,752.0,7522011.0,1.0
261,168.0,1681989.0,Switzerld.,1989.0,1989-1993,1682.0,Reformed West,0.4983891895314803,0.43338330490310467,,0.3872091949984165,0.45241053010781174,,0.3393837525681611,0.5464589716840555,,0.5057142857142842,0.43036743539577466,0.4871172069825423,,0.25637572674418596,0.3568034696859054,,,,,0.456916775612942,0.43624505489887894,,,,,,,,,0.4264194669756663,,,,,,,,,0.8011111111111177,0.7777181688125894,0.7066473988439341,0.7615751445086666,0.8176190476190566,0.7715481171548118,Switzerland,756.0,CHE,Switzerland 1989,CHE89,225.0,756.0,7561989.0,
262,168.0,1681996.0,Switzerld.,1996.0,1994-1999,1683.0,Reformed West,0.5414097470132867,0.5215930015471577,,0.4928866891995814,0.5734630881301023,,0.5358418742698382,0.5360284919966317,,0.46094609460946073,0.5290098520983529,0.6238808958157771,0.4630326182526409,0.3583785216178523,0.409687802840437,,,,,0.4693514371946969,0.43624505489887894,,,,,,,,,0.3695844385499558,,,,,0.1703020134228187,0.3099001663893511,0.1347935973041281,0.1743536836994782,0.702188833240591,0.7923203963666391,0.6871148459383791,0.7754598177299047,0.7801771871539387,0.7027027027027027,Switzerland,756.0,CHE,Switzerland 1996,CHE96,225.0,756.0,7561996.0,
263,168.0,1682007.0,Switzerld.,2007.0,2005-2007,1685.0,Reformed West,0.6432406048402237,0.6729051125042538,1.4302207056351723,0.4349818851343268,0.508263490519713,0.6287501562015796,0.6093899944720864,0.5650453682487742,0.7478734197730939,0.6586086489390259,0.5187561827520922,0.521955406698565,0.4089248663967575,0.3085716976055955,0.5201587449392701,0.6256077795786061,0.6386922181314736,0.6372858495359287,0.6131592767884612,0.5967674428153725,0.43624505489887894,0.884511502281832,0.3465768799102131,0.7707192227438717,0.7350146198830471,0.9197933659597656,0.7157983211623073,0.5999814709127016,0.6566730262560232,0.510530749789385,0.7678762772714629,0.543184471687101,0.5845884247418823,0.596738836967809,0.2098966829798804,0.33117932148626816,0.13992942453854515,0.1976580796252928,0.7358084476728587,0.782433521353747,0.724739302409209,0.7782267206477697,0.7672258297258391,0.6506506506506506,Switzerland,756.0,CHE,Switzerland 2007,CHE07,225.0,756.0,7562007.0,1.0
264,170.0,1701994.0,Taiwan,1994.0,1994-1999,1703.0,Sinic East,0.33787964110339513,0.33047165488363184,-1.5154946013458823,0.46645244509463923,0.5452602422250785,1.612682715993417,0.21807446138949396,0.19283496042216405,0.44023799212598497,0.4935897435897451,0.49253557849462226,0.6018179477124146,0.43475420384951713,0.3362942708333334,0.1609285017730494,,,,,0.3558657484149267,0.3488058093268294,,,,,,,,,0.3819628647214854,,,,,0.0842961061189559,0.168806161745828,0.1017566409597258,0.10392948953360248,0.5672966781214202,0.6413461538461539,0.7145519713261667,0.7272036082474269,0.617823479005999,0.8610271903323263,Taiwan,158.0,TWN,Taiwan 1994,TWN94,713.0,158.0,1581994.0,
265,170.0,1702006.0,Taiwan,2006.0,2005-2007,1705.0,Sinic East,0.41045253019440714,0.4409402639153447,-0.6967169548268496,0.5391323196523047,0.6256419551020411,1.8425248151140805,0.32705363253687103,0.15630953316953347,0.5548948175381258,0.6029931972789104,0.6131287238095202,0.6392829043715773,0.5743754378762955,0.3307615153992912,0.1297627210884353,0.3628571428571429,0.5072350664975784,0.4256506048643494,0.4069347084180031,0.38555279999029624,0.3488058093268294,0.8662687480869354,0.4273695321474016,0.7191591255403164,0.6582533150434408,0.8824278824278879,0.6420513245776801,0.5469181355280655,0.6485112563543968,0.24202780049059688,0.7440977340977252,0.39787929125138716,0.4453991634842722,0.47169948234424164,0.07523809523809527,0.1346938775510204,0.06829931972789122,0.08075801749271098,0.5726355955301187,0.7593877551020408,0.7108750907770561,0.6798040816326506,0.6289342403628142,0.8607907742998353,Taiwan,158.0,TWN,Taiwan 2006,TWN06,713.0,158.0,1582006.0,
266,170.0,1702012.0,Taiwan,2012.0,2010-2014,1706.0,Sinic East,0.45411147239394734,0.4850704899162297,0.11418168972421322,0.470881084953704,0.49403327930679686,0.654510336182474,0.3778097412480989,0.23910620689655224,0.5960817865105873,0.5974690360796969,0.5607979352153447,0.42911862745098167,0.47233772509173183,0.4243932269801278,0.15728537748705348,0.5852974186307515,0.5209330877839173,0.5242753136751279,0.5021707522614766,0.446904184672045,0.3488058093268294,0.8375891419369721,0.387211548236251,0.7254891846349596,0.6536894951217225,0.8765328874024575,0.6447887797094143,0.5881567937648337,0.648598304926891,0.3022295623451693,0.7623158187378265,0.4555753791257841,0.4781273620559355,0.5139618406285068,0.2469387755102038,0.29724249797242497,0.17867867867867862,0.2238447102979129,0.5964525319364042,0.7017543859649069,0.7209280828249249,0.723491027732456,0.6539656432748571,0.8475867908552075,Taiwan,158.0,TWN,Taiwan 2012,TWN12,713.0,158.0,1582012.0,1.0
267,172.0,1722001.0,Tanzania,2001.0,1999-2004,1724.0,Subsaharan Africa,0.35865816084537533,0.38623582976569804,0.24039568327197036,0.17373423081213774,0.1442631858533788,-1.8014330356015877,0.12908809067688357,0.23475081996434888,0.6436906008087793,0.4227156276686591,0.09966630808950117,0.18690486470926912,0.3030669360568406,0.11043764367816082,0.27245086206896574,,,,,0.33180428819028507,0.08021597653940146,,,,,,,,,0.08093525179856115,,,,,,,,,0.27577797288069555,0.7028260869565217,0.5333526402162382,0.8319947961838652,0.3184861717612818,0.9305301645338209,Tanzania,834.0,TZA,Tanzania 2001,TZA01,510.0,834.0,8342001.0,1.0
268,173.0,1732007.0,Thailand,2007.0,2005-2007,1735.0,Indic East,0.36932541435826755,0.381315524868414,-0.43168558500323756,0.4825909197691831,0.36111774735622176,-0.08670609141502732,0.21639938110434467,0.303740829986616,0.5461275660336196,0.40960451977401036,0.36471222656815994,0.35752400086975133,0.4613930550119587,0.7471116917047689,0.07051119808654029,0.1089238845144357,0.4716101474188682,0.3163838958956972,0.27223411150973803,0.2601582976538341,0.13238210098236916,0.6545893719806793,0.48157894736841994,0.5863583928527578,0.6710211190942751,0.8008836737650403,0.474280517171319,0.4060494047475725,0.567820596559985,0.41508196721311474,0.7099278215223053,0.3382381265047083,0.4914642153644137,0.4523806010525792,0.150609080841639,0.2802631578947368,0.13806052573448183,0.16176470588235314,0.6179056754596354,0.7342726081258192,0.6580020387359884,0.7710130718954261,0.6903104148535008,0.8990641711229946,Thailand,764.0,THA,Thailand 2007,THA07,800.0,764.0,7642007.0,
269,173.0,1732013.0,Thailand,2013.0,2010-2014,1736.0,Indic East,0.36925083589872004,0.36634033410493827,-0.3022873030692687,0.3527160105510697,0.3288115519120377,-0.4829611631352127,0.19414095860566538,0.36041098543273403,0.5376001367950858,0.3833333333333345,0.4271961054994392,0.23017230105731784,0.39077747623163545,0.3606801346801344,0.17694797222222228,0.5021058965102284,0.5144316730523633,0.40226769559461184,0.3656445183913817,0.338173445652647,0.13238210098236916,0.7514091907901049,0.5571106667936164,0.5978882107914362,0.6436041083099916,0.8251133786848097,0.5048118985126853,0.4725841510316003,0.5062244518766273,0.32573839662447257,0.7327290612703675,0.2917243319268653,0.41593752940069667,0.406394157088123,0.1314317673378077,0.2218959731543624,0.08754208754208762,0.12489415749364931,0.5747254792480941,0.6874999999999967,0.725244072524412,0.7708333333333273,0.7295615013006359,0.8907942238267148,,,,,,,,,1.0
270,176.0,1762006.0,Trinidad-T.,2006.0,2005-2007,1765.0,Latin America,0.39713421924669184,0.44445854827382275,0.8181767884672959,0.31977930906705043,0.17239141051230847,-1.9056322685124143,0.1828367407407405,0.4006880919080932,0.7061238261738225,0.2987358616101129,0.21725070403737,0.12684544244843582,0.5876099164996634,0.3482305389221555,0.3008857524190872,0.21187308085977483,0.4113807293883931,0.36496909229000246,0.3699710591768159,0.35854123188617054,0.2510931947857837,0.8106529209622018,0.4884186996569928,0.6623522458628838,0.5683282468633445,0.8564582636799308,0.5727688716909277,0.5021384745944165,0.40131505627995107,0.038,0.65167846309403,0.4337254901960816,0.21937465103294257,0.3989530521993209,0.17814371257485026,0.5903193612774451,0.12325349301397202,0.21350156829198738,0.5646757868980099,0.74025,0.7647517256735724,0.7776846307385227,0.6955844733622533,0.6779661016949152,Trinidad and Tobago,780.0,TTO,Trinidad and Tobago 2006,TTO06,52.0,780.0,7802006.0,
