,ctrnum,ctryear,country,year,wave,ctrwave,CulZon,EVI,EVI_short,EVI_culmap,SVI,SVI_short,SVI_culmap,EV_choice,EV_voice,EV_equality,EV_autonomy,SV_disbelief,SV_defiance,SV_skepticism,SV_relativism,SMA,InfCon,PerSti,CogMob,IndEmp1,IndEmp2,CWI,LibUnd,NolUnd,EnlUnd,PerDem,DemDes,EnlDes,MobPot,PerFai,StaTru,IngTru,OutTru,UnsTru,GenTru,AssAct1,AssAct2,AssAct3,AssAct,FinSat,PerHea,PerCho,Happy,LifSat,WilFig,cname,ccode,ccodealp,cname_year,ccodealp_year,ccodecow,ccodewb,ccodeyear,latest
75,53.0,532013.0,Egypt,2013.0,2010-2014,536.0,Islamic East,0.28955992558546706,0.2987924622455699,,0.33499802327278017,0.21521330378638528,,,0.16981286933683548,0.29118625519807423,0.46180783541256226,0.3201223324572912,0.11023199824907033,0.500056374423202,0.41015539505362186,0.0379732983147297,0.2977128474502097,0.43969610636277373,0.3227238750960973,0.3108290747524081,0.2422210768220613,0.21470564346499735,0.7788234721918287,,,0.4061428467206531,0.8624790253155415,,,0.5033194718027302,0.20551543007222586,0.8793521558327881,0.33370540599693926,0.35441745093747823,0.43155054594975767,0.002845261545195885,0.007222586999343401,0.004815057999562267,0.004314792233373981,0.441380316626541,0.5233092580433341,0.5878018530677777,0.31319763624425456,0.44561173123221715,0.582403151674327,,,,,,,,,
76,54.0,541999.0,El Salv.,1999.0,1994-1999,543.0,Latin America,0.3560471289249349,0.3583121031534737,-0.09090342380765148,0.2716365509259256,0.19074280613148972,-1.4139502007548788,0.16121518039074612,0.753999999999998,0.5538244989281935,0.27910685805422714,0.23513671805776987,0.14634889420521036,0.5230950040031999,0.17798337489609395,0.16270402489626531,,,,,0.30832533387260547,0.14807161062949217,,,,,,,,,0.14628099173553719,,,,,,0.4840255591054313,0.033625730994152045,,0.5867970660146722,0.7079346092503987,0.72180590248867,0.8197603833865783,0.7217249796582621,0.6895017793594306,El Salvador,222.0,SLV,El Salvador 1999,SLV99,92.0,222.0,2221999.0,1.0
77,57.0,571990.0,Estonia,1990.0,1989-1993,572.0,Returned West,0.42199275109575907,0.4377844495915861,,0.5994821852731587,0.5440524286486454,,0.3491858565514166,0.3286948822927338,,0.4550264550264553,0.7658751351351256,,0.668831052104202,0.35991949434464415,0.34482985329239335,,,,,,0.5832642650664308,,,,,,,,,0.2757936507936508,,,,,,,,,0.4460188933873149,0.5693467336683417,0.5901285113158203,0.5229775880469629,0.5552208835341369,0.9210850801479655,Estonia,233.0,EST,Estonia 1990,EST90,366.0,233.0,2331990.0,
78,57.0,571996.0,Estonia,1996.0,1994-1999,573.0,Returned West,0.43726215274615127,0.45703408840186693,-0.5070966318717368,0.5445731474088852,0.613640154316867,1.7242624353064495,0.39321625094482254,0.38025281746031897,0.5252206021290753,0.4511916421808703,0.6802573528765914,0.5577997506830582,0.5125967698967664,0.42461633333333404,0.23822989758837113,,,,,0.410773086702538,0.5832642650664308,,,,,,,,,0.21521521521521522,,,,,0.0357492654260529,0.06904995102840353,0.03885079986940906,0.041835735273541425,0.3264705882352949,0.5748282630029441,0.55379363506222,0.5426819541375923,0.444117647058825,0.7461263408820024,Estonia,233.0,EST,Estonia 1996,EST96,366.0,233.0,2331996.0,
79,57.0,571999.0,Estonia,1999.0,1999-2004,574.0,Returned West,0.4010730302469134,0.44793872035821425,,0.5709902144301691,0.5756778627755221,,0.3718011589269789,0.32036029629629986,,0.35033333333333344,0.6653467213114743,0.5561531531531531,0.5921240214384474,0.46201670146137963,0.21106379965457692,,,,,0.37897352402133355,0.5832642650664308,,,,,,,,,0.2348008385744235,,,,,,,,,,,0.5628019323671509,0.5658713692946101,0.548043502634826,,Estonia,233.0,EST,Estonia 1999,EST99,366.0,233.0,2331999.0,
80,57.0,572011.0,Estonia,2011.0,2010-2014,576.0,Returned West,0.47626621077711895,0.5280013471130612,0.5288824687651525,0.478454847569902,0.548535634206972,0.764679507153273,0.4164130407076047,0.4193737730870734,0.6476557025709183,0.4253098499673837,0.7055025242576772,0.3950437921727397,0.38782001545254213,0.42106653447896036,0.18292444297374832,0.7200564971751401,0.5322890271058907,0.5561317533755858,0.5123990053049089,0.4547796074046038,0.5832642650664308,0.834233810978002,0.4526041666666673,0.689210309035148,0.47038039392572595,0.8101545253863216,0.571817231693775,0.5525032546508064,0.5550373824857523,0.39570757880617036,0.7653396311290969,0.4205487804878084,0.47682018543851856,0.4991259495728774,0.05326347958960923,0.09111691704768125,0.042212041884816726,0.05372365339578439,0.47825770796975,0.48976034858387685,0.5898509216420673,0.6229290921139764,0.5778214363676083,0.6170212765957447,Estonia,233.0,EST,Estonia 2011,EST11,366.0,233.0,2332011.0,1.0
81,58.0,582007.0,Ethiopia,2007.0,2005-2007,585.0,Subsaharan Africa,0.47283810533024206,0.45811656996148,0.6800575020107628,0.3363398949299528,0.24497823999999999,-1.3175388471214262,0.1369139418710261,0.37171824390244096,0.7806252117117056,0.5979999999999973,0.16277983533600301,0.3268804844444422,0.5898636218407205,0.2924512820512814,0.32279723723723797,0.13358458961474037,0.4067024564828388,0.360323984121871,0.3763880275142708,0.38644432124111205,0.10265383845710982,0.8521210163652077,0.6246557026340457,0.606770392919556,0.35660348281707416,0.9075561505280457,0.5492994055085567,0.5069385073040802,0.3936872094766834,0.24429223744292236,0.731002990568204,0.3998180439727069,0.3205260001713358,0.4335766505636069,0.23459383753501364,0.5443629086057371,0.15465143944801324,0.24314678804179216,0.42581323717226155,0.7029058116232465,0.5742846525455205,0.6238888888888908,0.44369873228933393,0.7688073394495413,,,,,,,,,1.0
82,60.0,601990.0,Finland,1990.0,1989-1993,602.0,Reformed West,0.5964140674484076,0.5322757716369225,,0.49447180066114615,0.5501438630840942,,0.5596342352715404,0.6375060363636363,,0.5288350634371389,0.5612529214559385,0.5597232824427474,0.42668852873563107,0.44148881239242693,0.3811770574304333,,,,,,0.5535128840104149,,,,,,,,,0.6272401433691757,,,,,,,,,0.6217985750048138,0.7573275862068966,0.7385392385392401,0.690510563380286,0.7423454650491061,0.8821052631578947,Finland,246.0,FIN,Finland 1990,FIN90,375.0,246.0,2461990.0,
83,60.0,601996.0,Finland,1996.0,1994-1999,603.0,Reformed West,0.596277425882841,0.6304909659575756,1.0370391383075717,0.4665396516978432,0.5860854304710381,1.0764381843623931,0.48534638927630636,0.6144936645962746,0.78543228737997,0.5048969942586982,0.5480548690153577,0.6248120392953901,0.3502812207527956,0.34422368866328223,0.3456802551020427,,,,,0.4616042171411271,0.5535128840104149,,,,,,,,,0.48813209494324045,,,,,0.09456264775413707,0.4574468085106383,0.1308679500168868,0.16196265740338642,0.627298364354204,0.7357288481141692,0.7412682265174694,0.7124923076923078,0.7531366564937342,0.8415300546448088,Finland,246.0,FIN,Finland 1996,FIN96,375.0,246.0,2461996.0,
84,60.0,602000.0,Finland,2000.0,1999-2004,604.0,Reformed West,0.5198957991523486,0.5220461544484511,,0.43423561429901786,0.4917063607578675,,0.5368511234932094,0.39868492929293403,,0.5289575289575299,0.5389534322899827,0.4499069286452913,0.33812232978379936,0.41234267310789063,0.4045567527308869,,,,,0.44417265045904886,0.5535128840104149,,,,,,,,,0.574384236453202,,,,,,,,,,,0.7233604336043423,0.7081976744186043,0.7629342798752371,0.878475798146241,Finland,246.0,FIN,Finland 2000,FIN00,375.0,246.0,2462000.0,
85,60.0,602005.0,Finland,2005.0,2005-2007,605.0,Reformed West,0.6172975920145064,0.6571796601285705,1.311790159328699,0.43600078968514827,0.5314592273186491,0.6791277144350795,0.5574765481186972,0.5732973956262428,0.7600622057368891,0.579881656804733,0.5307884086163298,0.5332332473544967,0.2928580190852252,0.38935669628167147,0.3716730238816029,0.561623246492986,0.6005034160373954,0.6546296006180067,0.5920217860343061,0.4941981638159926,0.5535128840104149,0.8510990665462249,0.3805717330897194,0.7354854854854859,0.7110219547531528,0.8574590526781826,0.6413528913528914,0.5405524031909683,0.6258525852585278,0.588,0.8192206477732717,0.5617181069958883,0.6071508255243231,0.6224168939483786,0.11752988047808761,0.4817012858555885,0.158374792703151,0.18667047238475828,0.6710497479728283,0.7071005917159763,0.7166337935568753,0.72873642645607,0.7599167214551917,0.839544513457557,Finland,246.0,FIN,Finland 2005,FIN05,375.0,246.0,2462005.0,1.0
86,61.0,611981.0,France,1981.0,1981-1984,611.0,Old West,0.44673170551484087,0.4655160177953858,,0.5101476286096771,0.5129413372881374,,0.4109488146890531,0.40972674235807977,,0.3802777777777777,0.5846820652173906,0.4680204878048778,0.49068455215419154,0.4901875877562483,0.37788994057725156,,,,,,0.5864575050734422,,,,,,,,,0.24798567591763654,,,,,,,,,0.5695501080116475,0.6800670016750419,0.5881956479876778,0.6987107718405404,0.634134973900078,0.47673314339981004,France (1963-),250.0,FRA,France (1963-) 1981,FRA81,220.0,250.0,2501981.0,
87,61.0,611990.0,France,1990.0,1989-1993,612.0,Old West,0.47013483509935877,0.4732280782397942,,0.5019147198887388,0.5203925231122213,,0.4281248958570033,0.5227782059123351,,0.32165498832165484,0.6079212228929107,0.4477499999999994,0.4840542939579058,0.45349514237855937,0.4276862624186382,,,,,,0.5864575050734422,,,,,,,,,0.22790202342917998,,,,,,,,,0.5485332427228468,0.6985,0.5826780626780653,0.7162311557788953,0.6426093767483517,0.660122699386503,France (1963-),250.0,FRA,France (1963-) 1990,FRA90,220.0,250.0,2501990.0,
88,61.0,611999.0,France,1999.0,1999-2004,614.0,Old West,0.476380789454126,0.5145086791553516,,0.4934232476808479,0.5182399818727592,,0.5200638733972089,0.4140947582697216,,0.367494824016563,0.649896597696388,0.39113138189244034,0.48642193158114094,0.4290094043887143,0.49935432792342677,,,,,0.4636294043518723,0.5864575050734422,,,,,,,,,0.21346153846153845,,,,,,,,,,,0.6066875653082576,0.741953951462354,0.6673589477327846,0.5864106351550961,France (1963-),250.0,FRA,France (1963-) 1999,FRA99,220.0,250.0,2501999.0,
89,61.0,612006.0,France,2006.0,2005-2007,615.0,Old West,0.5801682169497173,0.7057691140341147,1.9236403572614602,0.49533118972222245,0.5163365723165732,0.2607853966685742,0.6189374559744952,0.5054709839357443,0.7939000367033664,0.4035964035964036,0.6377716794572322,0.3954780099999985,0.48508272757697085,0.46309166666666673,0.4883775718102889,0.4178302900107411,0.501065224516552,0.5012413029179359,0.4896059167299557,0.49931075660225815,0.5864575050734422,0.798715041572188,0.3780768345985745,0.7099667517204056,0.6184997179921063,0.8314907872696856,0.6038428825485184,0.5212300594104735,0.5683461239016809,0.18674698795180722,0.8121144024514763,0.5876740118922703,0.377554438860973,0.5544657736315428,0.13293253173012695,0.07279116465863454,0.06880733944954129,0.09641025641025622,0.5618027666220444,0.7397602397602397,0.629518407296187,0.7436573146292571,0.6515555555555582,0.6048951048951049,France (1963-),250.0,FRA,France (1963-) 2006,FRA06,220.0,250.0,2502006.0,1.0
90,64.0,641990.0,Germ. (E.),1990.0,1989-1993,642.0,Returned West,0.5073547691503948,0.4555587571241846,,0.5227367535633903,0.5634919208527112,,0.38877228758170024,0.466099204204205,,0.5691422855713902,0.6644089140461201,0.4769353233830826,0.622648607784422,0.320993998499625,0.5059657032032009,,,,,,0.5186406047986537,,,,,,,,,0.2559931506849315,,,,,,,,,0.5490838796436371,0.6343396226415094,0.6225452690640166,0.6486959999999987,0.6354349828351366,0.5307377049180327,,,,,,,,,
91,64.0,641997.0,Germ. (E.),1997.0,1994-1999,643.0,Returned West,0.5660146231635798,0.6307295893374448,0.8388381529760931,0.5858693332047326,0.6830924876004831,1.7421398037150102,0.5627539629629643,0.4753554336989032,0.703143096666664,0.5242814667988107,0.7813364044444425,0.5915694249414869,0.5649668401735034,0.40404990019960096,0.43859513127285055,,,,,0.5120763506443926,0.5186406047986537,,,,,,,,,0.24898373983739838,,,,,0.0940000000000001,0.15074626865671642,0.09133333333333343,0.10044418971199263,0.5291845967119061,0.6560019841269841,0.6177512173528134,0.6302000000000034,0.626282687851706,0.49887640449438203,,,,,,,,,
92,64.0,641999.0,Germ. (E.),1999.0,1999-2004,644.0,Returned West,0.5265363709744216,0.5069339089754286,,0.533766229771648,0.6101864928094747,,0.5031935611924908,0.38236293691830797,,0.602010050251256,0.7634172756624351,0.47169358407079576,0.5079141002044946,0.3809877425944852,0.4764304153793353,,,,,0.4932887349909405,0.5186406047986537,,,,,,,,,0.4338235294117647,,,,,,,,,,,0.6711879733242925,0.6393156281920342,0.6872138470128457,0.3629737609329446,,,,,,,,,
93,64.0,642006.0,Germ. (E.),2006.0,2005-2007,645.0,Returned West,0.6122474245708951,0.6372605480487396,1.1068146565647152,0.5168458986318402,0.6484557901705427,1.3589006026991821,0.536744114269309,0.5295723568075132,0.7504681269543422,0.638785625774473,0.7559047932330807,0.5470420382565035,0.4933579777777741,0.2742449424214129,0.38662888888889113,0.33206831119544594,0.5036473200126863,0.4846276629675317,0.4544586808960922,0.4726543097465657,0.5186406047986537,0.9199454411919028,0.3544392696089301,0.7831511230105618,0.5337320323156016,0.8767051962928302,0.6931264151255223,0.607072802709625,0.45038565770273226,0.2829076620825147,0.727799873737367,0.37503800217155553,0.3657773386034261,0.43287964028470405,0.046547953764448605,0.17273576097105509,0.04338972431077692,0.06239892183288415,0.5057794439237742,0.6749767008387698,0.6153686396677064,0.632079395085068,0.6255451713395672,0.33150984682713347,,,,,,,,,
94,64.0,642013.0,Germ. (E.),2013.0,2010-2014,646.0,Returned West,0.6050699212959292,0.6335496769945421,1.5834745752852113,0.4430641400670062,0.5294258113834011,0.22049144264166856,0.5223698120230797,0.5286575667655787,0.7501487905897926,0.6224422442244236,0.7709570686047788,0.28837278220451634,0.4089019294743855,0.2972304568527947,0.3960257020151978,0.7294444444444439,0.48590325018896513,0.5808363564911345,0.5344186350379552,0.509094967989278,0.5186406047986537,0.8767560664112415,0.360385463833739,0.7574172055653535,0.6588811033255495,0.8499005964214751,0.6537200339669477,0.5953419547139569,0.5055165496489484,0.397,0.7450944669365642,0.42035185185185475,0.45258136924803566,0.4895148489503333,0.056270627062706295,0.16633663366336635,0.056776556776556755,0.07235993695371828,0.5880088008800892,0.6139657444005265,0.6755201416556014,0.6886227544910156,0.6949934123847217,0.4523809523809524,,,,,,,,,1.0
95,65.0,651996.0,Georgia,1996.0,1994-1999,653.0,Orthodox East,0.32578107716536286,0.3170512109722692,-1.0365210369598352,0.39788958769828014,0.29888995524608186,-0.16354139644341145,0.2503498362951624,0.20865393878575192,0.38196955388471576,0.4604913678618851,0.305866532978306,0.28968712836123833,0.5730971600542518,0.42475801603206265,0.17034181330651932,,,,,0.3753485195534832,0.2890572221803929,,,,,,,,,0.1871375856615709,,,,,0.02033532536520584,0.010707171314741035,0.02191235059760956,0.01963574274331249,0.2300000000000004,0.6187095166915795,0.5741876846171343,0.5685542771385715,0.40894675346352954,0.7245011086474501,Georgia,268.0,GEO,Georgia 1996,GEO96,372.0,268.0,2681996.0,1.0
96,66.0,661981.0,Germ. (W.),1981.0,1981-1984,661.0,Reformed West,0.4755108226738347,0.44958126620548505,,0.47457208311111154,0.4920526876494049,,0.375459390212658,0.4300811584875314,,0.5067688378033198,0.4390483271375429,0.5708586666666652,0.4409935927067257,0.4528151840490803,0.3372112952968404,,,,,,0.60435,,,,,,,,,0.32287822878228783,,,,,,,,,0.645854833161337,0.6563467492260062,0.6703267973856264,0.649603633360857,0.6907536907536966,0.4654994850669413,"Germany, West",280.0,DEU,"Germany, West 1981",DEU81,260.0,,2801981.0,
97,66.0,661990.0,Germ. (W.),1990.0,1989-1993,662.0,Reformed West,0.5483996139579393,0.4729992308872062,,0.5201741008467635,0.5476694406014745,,0.42761521355724574,0.5279480563654034,,0.6146131805157585,0.5208145053711711,0.61177672076105,0.4711205616373135,0.48827182444337375,0.3993527831094032,,,,,,0.60435,,,,,,,,,0.37855072463768114,,,,,,,,,0.6375903614457901,0.6431992337164751,0.661765497926438,0.6730907227063118,0.6910621071695021,0.4198473282442748,"Germany, West",280.0,DEU,"Germany, West 1990",DEU90,260.0,,2801990.0,
98,66.0,661997.0,Germ. (W.),1997.0,1994-1999,663.0,Reformed West,0.645491427779236,0.6730840234808277,1.0339289731603198,0.5488959563335524,0.6142338577515561,1.495088134400324,0.6173235848011541,0.6071112648221348,0.7360172790466716,0.6260242543428384,0.5367657636824122,0.6954913016187599,0.4714310571522926,0.49034290429043026,0.49822276902887397,,,,,0.5541229019344077,0.60435,,,,,,,,,0.4176954732510288,,,,,0.1257455268389662,0.3427299703264095,0.09264803725881572,0.14185614185614126,0.6237373737373756,0.672566371681416,0.6994625425030205,0.6709680638722564,0.6916010498687707,0.49191685912240185,"Germany, West",280.0,DEU,"Germany, West 1997",DEU97,260.0,,2801997.0,
99,66.0,661999.0,Germ. (W.),1999.0,1999-2004,664.0,Reformed West,0.5328867519183591,0.49034837011214505,,0.48083620070806066,0.5361247852296436,,0.46625472185332756,0.42471223223223403,,0.6239482200647244,0.5211595190229121,0.5741217105263166,0.4274562475247501,0.4118132295719841,0.3812116831683186,,,,,0.44134687114510845,0.60435,,,,,,,,,0.3187817258883249,,,,,,,,,,,0.7172113289760375,0.6644094488188983,0.7378556745645412,0.45760598503740646,"Germany, West",280.0,DEU,"Germany, West 1999",DEU99,260.0,,2801999.0,
100,66.0,662006.0,Germ. (W.),2006.0,2005-2007,665.0,Reformed West,0.6138952617510487,0.6306212005058716,0.8857089339040752,0.516147136400045,0.5710158066058749,1.205936807716875,0.560366445143991,0.5073966355140199,0.7146056614853179,0.6804993252361661,0.5210722745234757,0.6311067531120313,0.4296856924147507,0.477712074303406,0.40098153713299023,0.39979338842975204,0.5314715785304026,0.5195862045230693,0.4767265399948097,0.4740507330380826,0.60435,0.8755100439422506,0.3345732341412703,0.7711466925440733,0.6896433470507576,0.9090909090909132,0.7133629918101138,0.6022872817104585,0.5569444444444457,0.40795454545454546,0.7294331550802077,0.4202495769881578,0.4819331526648603,0.4916921099569834,0.09259259259259264,0.3323108384458078,0.06549465701482245,0.1140636565507027,0.5964187327823699,0.7362104187946884,0.6597653554175313,0.6768544102019153,0.6936507936507971,0.3507853403141361,"Germany, West",280.0,DEU,"Germany, West 2006",DEU06,260.0,,2802006.0,
101,66.0,662013.0,Germ. (W.),2013.0,2010-2014,666.0,Reformed West,0.6314101379571978,0.6423343048008324,1.600004439352365,0.39047965406253443,0.44115667236972456,-0.1465187873907589,0.5395914602965902,0.5898829687500007,0.7513324546044073,0.6463571889103807,0.54271757447271,0.34079692032520414,0.36238562948467223,0.3162660818713482,0.4032181258106369,0.765709936942813,0.5297270955165698,0.6277301940793597,0.5652855542618104,0.5240741474597613,0.60435,0.8869970166630315,0.3416174449273748,0.7736064347175474,0.7157571772956435,0.9115668402777807,0.7131503973609251,0.638084398188407,0.5254584681769158,0.4523107177974435,0.7360790075089708,0.4883224400871505,0.4881226053639847,0.5358468557743926,0.10513565891472867,0.3704061895551257,0.0661812297734627,0.1259032795997772,0.6458675424192676,0.6317829457364335,0.6508551145530849,0.7046783625730957,0.7254014441211396,0.4625641025641026,,,,,,,,,1.0
102,67.0,672007.0,Ghana,2007.0,2005-2007,675.0,Subsaharan Africa,0.2888655644270493,0.30544941381621515,-0.44644952083048034,0.22344350006051747,0.09328929342314887,-1.8449576589017773,0.1392344122490106,0.30346171129980715,0.46843557595628615,0.24228596262494503,0.09869477299100642,0.08743908735332409,0.39945307557885523,0.31005905773059217,0.16302402787143153,0.08339709257842387,0.47345679012345765,0.28051619872146627,0.2526937422817459,0.2330127132945871,0.07851413375801003,0.6956785904154343,0.4156551509492675,0.6398435205212416,0.8310642658468862,0.9100877192982538,0.5822642982511033,0.4755767976977895,0.3951108165819884,0.08513425016371971,0.6409051062897196,0.38852640923213855,0.24027222961976596,0.3802101042299128,0.21597222222222207,0.8221279373368147,0.20545876887340317,0.29472606246799893,0.46393634107168796,0.7788649706457925,0.6772068511198996,0.7459491193737766,0.5688627108784191,0.8908205841446454,Ghana,288.0,GHA,Ghana 2007,GHA07,452.0,288.0,2882007.0,
103,67.0,672012.0,Ghana,2012.0,2010-2014,676.0,Subsaharan Africa,0.2740222592115311,0.2833854763268419,-0.4794663015468232,0.2119891179839641,0.06492325315005709,-2.0778642827489433,0.09741313478426912,0.3020844072164961,0.4693578178694139,0.22723367697594563,0.08348868843069894,0.04635781786941568,0.38907216494845626,0.3290378006872849,0.11099656357388282,0.5350264891179826,0.488114000525348,0.3433398591410561,0.3045160313238771,0.2672732416157566,0.07851413375801003,0.7337247040855327,0.3587724322260388,0.6874761359297443,0.7053264604811051,0.8285366552119217,0.5737055067667901,0.5226361089186018,0.4480956471935849,0.04961340206185567,0.6182237972508535,0.34949312714777003,0.24885452462772026,0.36073537132493294,0.13810137457044677,0.8179768041237113,0.1640893470790376,0.24636413843888197,0.43420675830469646,0.7963917525773192,0.7149914089347141,0.779853951890034,0.6024484536082493,0.6913659793814433,Ghana,288.0,GHA,Ghana 2012,GHA12,452.0,288.0,2882012.0,1.0
104,68.0,681999.0,Greece,1999.0,1999-2004,684.0,Old West,0.5296552354815546,0.5000195926951885,,0.4880202396417678,0.43500404143274884,,0.4877941930850531,0.445923420074352,,0.5646437994722953,0.3450478551832244,0.5312511499539998,0.538274081272081,0.5402915523025311,0.4384001472320399,,,,,0.5658451252604144,0.38554979509136267,,,,,,,,,0.23732251521298176,,,,,,,,,,,0.66666666666667,0.6336429872495456,0.6302834166911859,,Greece,300.0,GRC,Greece 1999,GRC99,350.0,300.0,3001999.0,
105,70.0,702005.0,Guatem.,2005.0,2005-2007,705.0,Latin America,0.41059676962962943,0.4771232522222225,1.0648889734130336,0.3511541261111103,0.14338288333333268,-2.08726530770983,0.2625261634379868,0.3778840681362738,0.6923995783132505,0.30999999999999983,0.19588634666666607,0.09087941999999981,0.6168488438133898,0.506004666666666,0.11177983951855518,,,,,0.3225849664690723,0.17144008050614176,,,,,,,,,0.15678391959798996,,,,,,,,,0.5678391959798993,0.70675,0.7200446677833655,0.7407707707707731,0.772327883438998,0.6962566844919786,Guatemala,320.0,GTM,Guatemala 2005,GTM05,90.0,320.0,3202005.0,1.0
106,76.0,761982.0,Hungary,1982.0,1981-1984,761.0,Returned West,0.375297549591642,0.3988189322804504,,0.3235572139303477,0.35782397587719844,,0.2624029672170397,0.2670993718042411,,0.42440801457195065,0.4196503597122293,0.2889528593508471,,0.27853906249999943,,,,,,,0.5039477485891051,,,,,,,,,0.3356990773598297,,,,,,,,,0.6087833643699593,0.5679329226557153,0.6477138118929209,0.6143863319386298,0.6585816585816636,0.8742616033755274,Hungary,348.0,HUN,Hungary 1982,HUN82,310.0,348.0,3481982.0,
107,76.0,761991.0,Hungary,1991.0,1989-1993,762.0,Returned West,0.4274991032077973,0.4415979897854958,,0.46077045257087157,0.4645044316994767,,0.35767926455566906,0.3342289834024907,,0.44846050870147336,0.53119965709196,0.39881249999999796,0.48460132591092947,0.4237237998647735,0.15453275391956356,,,,,,0.5039477485891051,,,,,,,,,0.24586776859504134,,,,,,,,,0.46532663316582995,0.5055110220440882,0.6135215794306729,0.5673816717019171,0.5585828007624181,0.765807962529274,Hungary,348.0,HUN,Hungary 1991,HUN91,310.0,348.0,3481991.0,
108,76.0,761998.0,Hungary,1998.0,1994-1999,763.0,Returned West,0.4140940503200731,0.5043840884026707,0.11867250899261811,0.5179436062302617,0.5120101869692305,0.8714996609733191,0.45348597799076956,0.22551302469135856,0.5619631305252211,0.42051282051282046,0.5769334413580244,0.4484537260981905,0.48498151138716256,0.5623085834649816,0.25405685817805357,,,,,0.3773954526561404,0.5039477485891051,,,,,,,,,0.22741433021806853,,,,,0.031538461538461536,0.14791987673343607,0.07076923076923076,0.06504512436715833,0.43597719025401876,0.6026923076923076,0.5964820619993041,0.6218506998444832,0.5400996050145972,0.6931034482758621,Hungary,348.0,HUN,Hungary 1998,HUN98,310.0,348.0,3481998.0,1.0
109,76.0,761999.0,Hungary,1999.0,1999-2004,764.0,Returned West,0.40149190844965893,0.3974626184757686,,0.47461853205710774,0.46689891776665415,,0.25938222377676695,0.291239449735452,,0.5141987829614625,0.5687531146809431,0.3646794731064742,0.5583490500338022,0.3916715176715195,0.16101366459627306,,,,,0.3297909247878983,0.5039477485891051,,,,,,,,,0.22346938775510203,,,,,,,,,,,0.5777099581779154,0.610151362260346,0.5333333333333343,,Hungary,348.0,HUN,Hungary 1999,HUN99,310.0,348.0,3481999.0,
110,77.0,771984.0,Iceland,1984.0,1981-1984,771.0,Reformed West,0.4543736996091228,0.45281507476370153,,0.41596218715697,0.45763517857142894,,0.38266163644476947,0.41793291479820915,,0.43329737504494903,0.505527868852455,0.413070034443166,0.40044089617486217,0.34487204652853476,0.36294064774381574,,,,,,0.7195200448382773,,,,,,,,,0.39823982398239827,,,,,,,,,0.5994215473608107,0.7667206040992449,0.7003035822707987,0.7903148751357205,0.7838972882169482,0.7426556991774383,Iceland,352.0,ISL,Iceland 1984,ISL84,395.0,352.0,3521984.0,
111,77.0,771990.0,Iceland,1990.0,1989-1993,772.0,Reformed West,0.5500569546511634,0.505110172768452,,0.43839935716563033,0.45719388022190544,,0.49913178790301066,0.5020091040462421,,0.5679012345679044,0.47189678237438504,0.4440886262924649,0.47942687709229903,0.35825490196078463,0.4476458035288517,,,,,,0.7195200448382773,,,,,,,,,0.43601190476190477,,,,,,,,,0.5874603174603177,0.7810271041369472,0.6844953836357862,0.7899130434782654,0.7801587301587326,0.7715654952076677,Iceland,352.0,ISL,Iceland 1990,ISL90,395.0,352.0,3521990.0,
112,77.0,771999.0,Iceland,1999.0,1999-2004,774.0,Reformed West,0.5567187144765302,0.5456736316959079,,0.39478412978411176,0.42731942332298134,,0.5894735672514624,0.40459978880676284,,0.5905947441217154,0.47809476765585224,0.3758963210702305,0.42844062152777546,0.2921416666666662,0.4593860678435483,,,,,0.4968013120255494,0.7195200448382773,,,,,,,,,0.41081081081081083,,,,,,,,,,,0.733379823337987,0.8086424870466314,0.7836438923395522,,Iceland,352.0,ISL,Iceland 1999,ISL99,395.0,352.0,3521999.0,
113,78.0,781990.0,India,1990.0,1989-1993,782.0,Indic East,0.3155628733314335,0.3530046138952365,,0.27693707250672256,0.28042431139022234,,0.1603666233746858,0.2702437563884153,,0.32066666666666926,0.23775091333333134,0.3213606823720523,0.384696747117193,0.16428239247311807,0.32634960248626543,,,,,0.45329151986600164,0.11008306301706786,,,,,,,,,0.35433403805496827,,,,,,,,,0.5951448002522226,0.6835030549898167,0.6010860484544753,0.6382643631980821,0.6333468779628924,0.9196277495769881,India,356.0,IND,India 1990,IND90,750.0,356.0,3561990.0,
114,78.0,781995.0,India,1995.0,1994-1999,783.0,Indic East,0.2872748572914847,0.34100841984755964,-0.7836136055777925,0.31777580415009055,0.32897754901040716,-0.14260226263072143,0.16324535386124886,0.22351162059620794,0.51420816477375,0.26094771241830056,0.2743104444444436,0.38232722082705717,0.40310952540480344,0.22046111665004978,0.32790057755775753,,,,,0.35980018251991563,0.11008306301706786,,,,,,,,,0.3787450537026569,,,,,0.12140522875817,0.21127450980392157,0.12099673202614365,0.1340686274509807,0.5714791224345388,0.666255550074001,0.6229055785531273,0.6776417910447822,0.6145454545454571,0.9358108108108109,India,356.0,IND,India 1995,IND95,750.0,356.0,3561995.0,
